Name_x,Status,Link,Speakers,Glottocode,Country,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
Tsat,Definitely endangered,https://en.wal.unesco.org/languages/tsat,9999.0,tsat1238,,Austronesian,huq,Eurasia,0.0,18.32,109.34
Tsetsaut,Not in use,https://en.wal.unesco.org/languages/tsetsaut,0.0,tset1236,,Athabaskan-Eyak-Tlingit,txc,North America,0.0,55.5,-130.08
Tshangla,Endangered/unsafe,https://en.wal.unesco.org/languages/tshangla,99999.0,tsha1245,,Sino-Tibetan,tsj,Eurasia,5.0,27.37,91.77
Tshobdun,Definitely endangered,https://en.wal.unesco.org/languages/tshobdun,,tsho1240,,Sino-Tibetan,,Eurasia,0.0,32.18,101.84
Tsikimba,Endangered/unsafe,https://en.wal.unesco.org/languages/tsikimba,99999.0,tsik1238,,Atlantic-Congo,kdl,Africa,2.0,9.6,4.89
Tsimihety Malagasy,Potentially vulnerable,https://en.wal.unesco.org/languages/tsimihety-malagasy,9999999.0,tsim1257,,Austronesian,xmw,Africa,0.0,-15.43,48.81
Salka-Tsishingini,Endangered/unsafe,https://en.wal.unesco.org/languages/salka-tsishingini,99999.0,tsis1238,,Atlantic-Congo,tsw,Africa,1.0,10.29,5.11
Ts'ixa,Definitely endangered,https://en.wal.unesco.org/languages/tsixa,999.0,tsix1234,,Khoe-Kwadi,,Africa,0.0,-19.18,24.0
Northern Tshwa,Definitely endangered,https://en.wal.unesco.org/languages/northern-tshwa,9999.0,tsoa1238,,Khoe-Kwadi,hio,Africa,3.0,-19.8,26.96
Tsogo,Endangered/unsafe,https://en.wal.unesco.org/languages/tsogo,9999.0,tsog1243,,Atlantic-Congo,tsv,Africa,0.0,-1.55,11.14
Tsonga,Potentially vulnerable,https://en.wal.unesco.org/languages/tsonga,9999999.0,tson1249,Zimbabwe,Atlantic-Congo,tso,Africa,11.0,-23.58,31.81
Tso,Endangered/unsafe,https://en.wal.unesco.org/languages/tso,99999.0,tsoo1241,,Atlantic-Congo,ldp,Africa,3.0,9.53,11.5
Tsotso,Potentially vulnerable,https://en.wal.unesco.org/languages/tsotso,999999.0,tsot1241,,Atlantic-Congo,lto,Africa,0.0,0.3,34.7
Tsotsitaal,Not in use,https://en.wal.unesco.org/languages/tsotsitaal,0.0,tsot1242,,Speech Register,fly,Africa,0.0,-25.86,27.5
Tsou Gaoshan,Definitely endangered,https://en.wal.unesco.org/languages/tsou-gaoshan,9999.0,tsou1248,,Austronesian,tsu,Papunesia,5.0,23.22,120.79
Tsum,Definitely endangered,https://en.wal.unesco.org/languages/tsum,9999.0,tsum1240,,Sino-Tibetan,ttz,Eurasia,0.0,28.47,85.08
Ts'ün-Lao,Endangered/unsafe,https://en.wal.unesco.org/languages/tsun-lao,9999.0,tsun1242,,Tai-Kadai,tsl,Eurasia,0.0,21.36,102.93
Tsuvadi,Potentially vulnerable,https://en.wal.unesco.org/languages/tsuvadi,999999.0,tsuv1239,,Atlantic-Congo,tvd,Africa,0.0,10.84,5.22
Tsuvan,Definitely endangered,https://en.wal.unesco.org/languages/tsuvan,9999.0,tsuv1243,Cameroon,Afro-Asiatic,tsh,Africa,0.0,10.16,13.63
Tswapong,Definitely endangered,https://en.wal.unesco.org/languages/tswapong,9999.0,tswa1237,,Atlantic-Congo,two,Africa,0.0,-23.41,27.42
Tswana,Potentially vulnerable,https://en.wal.unesco.org/languages/tswana,99999999.0,tswa1253,Botswana,Atlantic-Congo,tsn,Africa,13.0,-24.37,24.76
Tswa,Potentially vulnerable,https://en.wal.unesco.org/languages/tswa,999999.0,tswa1255,,Atlantic-Congo,tsc,Africa,5.0,-22.99,32.43
Tualatin-Yamhill,Not in use,https://en.wal.unesco.org/languages/tualatin-yamhill,0.0,tual1242,,Kalapuyan,nrt,North America,0.0,45.33,-122.95
Tuamotuan,Endangered/unsafe,https://en.wal.unesco.org/languages/tuamotuan,9999.0,tuam1242,,Austronesian,pmt,Papunesia,7.0,-16.17,-146.32
Tübatulabal,Not in use,https://en.wal.unesco.org/languages/tubatulabal,0.0,tuba1278,,Uto-Aztecan,tub,North America,0.0,35.33,-117.16
Tubar,Not in use,https://en.wal.unesco.org/languages/tubar,0.0,tuba1279,,Uto-Aztecan,tbu,North America,0.0,30.0,-111.0
Tucano,Endangered/unsafe,https://en.wal.unesco.org/languages/tucano,99999.0,tuca1252,Colombia,Tucanoan,tuo,South America,2.0,0.58,-69.58
Tugen,Potentially vulnerable,https://en.wal.unesco.org/languages/tugen,999999.0,tuge1241,,Nilotic,tuy,Africa,0.0,0.67,35.85
Tugun,Endangered/unsafe,https://en.wal.unesco.org/languages/tugun,9999.0,tugu1245,,Austronesian,tzn,Papunesia,6.0,-7.73,126.7
Tugutil,Definitely endangered,https://en.wal.unesco.org/languages/tugutil,9999.0,tugu1246,,North Halmahera,tuj,Papunesia,2.0,0.58,128.22
Tukang Besi North,Endangered/unsafe,https://en.wal.unesco.org/languages/tukang-besi-north,99999.0,tuka1248,,Austronesian,khc,Papunesia,2.0,-5.31,123.58
Tukang Besi South,Potentially vulnerable,https://en.wal.unesco.org/languages/tukang-besi-south,999999.0,tuka1249,,Austronesian,bhq,Papunesia,2.0,-5.75,123.95
Tuki,Endangered/unsafe,https://en.wal.unesco.org/languages/tuki,99999.0,tuki1240,,Atlantic-Congo,bag,Africa,9.0,4.64,11.54
Tukumanféd,Not in use,https://en.wal.unesco.org/languages/tukumanfed,0.0,tuku1240,,Unattested,tkf,South America,0.0,-11.52,-61.42
Tukudede,Endangered/unsafe,https://en.wal.unesco.org/languages/tukudede,99999.0,tuku1254,,Austronesian,tkd,Papunesia,2.0,-8.68,125.28
Tula,Endangered/unsafe,https://en.wal.unesco.org/languages/tula,99999.0,tula1252,,Atlantic-Congo,tul,Africa,3.0,9.85,11.53
Tulehu,Severely endangered,https://en.wal.unesco.org/languages/tulehu,99999.0,tule1244,,Austronesian,tlu,Papunesia,4.0,-3.58,128.31
Tule-Kaweah Yokuts,Critically endangered,https://en.wal.unesco.org/languages/tule-kaweah-yokuts,9.0,tule1245,,Yokutsan,,North America,2.0,36.05,-118.77
Tulishi,Definitely endangered,https://en.wal.unesco.org/languages/tulishi,9999.0,tuli1249,Sudan,Kadugli-Krongo,tey,Africa,3.0,11.45,29.11
Tulu,Potentially vulnerable,https://en.wal.unesco.org/languages/tulu,9999999.0,tulu1258,India,Dravidian,tcy,Eurasia,5.0,12.81,75.27
Tulu-Bohuai,Definitely endangered,https://en.wal.unesco.org/languages/tulu-bohuai,9999.0,tulu1259,,Austronesian,rak,Papunesia,3.0,-2.14,146.93
Tumari Kanuri,Endangered/unsafe,https://en.wal.unesco.org/languages/tumari-kanuri,99999.0,tuma1248,,Saharan,krt,Africa,4.0,14.26,13.16
Tuma-Irumu,Endangered/unsafe,https://en.wal.unesco.org/languages/tuma-irumu,999.0,tuma1250,,Nuclear Trans New Guinea,iou,Papunesia,0.0,-6.29,146.61
Tumak,Endangered/unsafe,https://en.wal.unesco.org/languages/tumak,99999.0,tuma1260,,Afro-Asiatic,tmc,Africa,2.0,9.44,17.42
Tumbuka,Potentially vulnerable,https://en.wal.unesco.org/languages/tumbuka,9999999.0,tumb1250,Zambia,Atlantic-Congo,tum,Africa,14.0,-11.33,33.37
Tumi,Definitely endangered,https://en.wal.unesco.org/languages/tumi,9999.0,tumi1238,,Unattested,kku,Africa,0.0,10.51,8.1
Tumleo,Definitely endangered,https://en.wal.unesco.org/languages/tumleo,999.0,tuml1238,,Austronesian,tmq,Papunesia,0.0,-3.15,142.35
Tumshuqese,Not in use,https://en.wal.unesco.org/languages/tumshuqese,0.0,tums1237,,Indo-European,xtq,Eurasia,0.0,39.87,79.07
Tumtum,Definitely endangered,https://en.wal.unesco.org/languages/tumtum,9999.0,tumt1243,,Kadugli-Krongo,tbr,Africa,3.0,10.64,30.41
Tumulung Sisaala,Endangered/unsafe,https://en.wal.unesco.org/languages/tumulung-sisaala,99999.0,tumu1242,Ghana,Atlantic-Congo,sil,Africa,4.0,10.63,-1.8
Tumzabt,Potentially vulnerable,https://en.wal.unesco.org/languages/tumzabt,999999.0,tumz1238,Algeria,Afro-Asiatic,mzb,Africa,0.0,32.5,3.85
Tundra Enets,Critically endangered,https://en.wal.unesco.org/languages/tundra-enets,99.0,tund1254,,Uralic,enh,Eurasia,0.0,70.36,84.08
Tunen,Endangered/unsafe,https://en.wal.unesco.org/languages/tunen,99999.0,tune1261,,Atlantic-Congo,tvu,Africa,7.0,4.75,10.67
Tungag,Endangered/unsafe,https://en.wal.unesco.org/languages/tungag,99999.0,tung1290,,Austronesian,lcm,Papunesia,0.0,-2.52,150.2
Tunggare,Definitely endangered,https://en.wal.unesco.org/languages/tunggare,999.0,tung1293,,Geelvink Bay,trt,Papunesia,0.0,-3.37,135.55
Tunisian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/tunisian-sign-language,99999.0,tuni1249,,Sign Language,tse,Africa,0.0,36.5,10.03
Tunia,Definitely endangered,https://en.wal.unesco.org/languages/tunia,9999.0,tuni1251,,Atlantic-Congo,tug,Africa,2.0,9.43,18.21
Tunica,Not in use,https://en.wal.unesco.org/languages/tunica,99.0,tuni1252,,,tun,North America,0.0,30.99,-92.54
Tunisian Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/tunisian-arabic,99999999.0,tuni1259,,Afro-Asiatic,aeb,Africa,9.0,33.8,9.56
Tunisian-Zuwara Berber,Definitely endangered,https://en.wal.unesco.org/languages/tunisian-zuwara-berber,,tuni1262,,Afro-Asiatic,,Africa,2.0,32.86,11.3
Tunjung,Definitely endangered,https://en.wal.unesco.org/languages/tunjung,99999.0,tunj1244,,Austronesian,tjg,Papunesia,4.0,-0.29,115.88
Tunni,Endangered/unsafe,https://en.wal.unesco.org/languages/tunni,99999.0,tunn1238,,Afro-Asiatic,tqq,Africa,0.0,1.06,43.68
Tunumiisiut,Definitely endangered,https://en.wal.unesco.org/languages/tunumiisiut,,tunu1234,,Eskimo-Aleut,,North America,0.0,65.61,-37.63
Tunzu,Definitely endangered,https://en.wal.unesco.org/languages/tunzu,9999.0,tunz1235,,Atlantic-Congo,dza,Africa,0.0,9.12,10.03
Tuotomb,Definitely endangered,https://en.wal.unesco.org/languages/tuotomb,999.0,tuot1238,Cameroon,Atlantic-Congo,ttf,Africa,0.0,4.66,10.66
Tuparí,Definitely endangered,https://en.wal.unesco.org/languages/tupari,999.0,tupa1250,,Tupian,tpr,South America,0.0,-11.89,-62.25
Tupinambá,Not in use,https://en.wal.unesco.org/languages/tupinamba,0.0,tupi1273,,Tupian,tpn,South America,12.0,-22.81,-42.11
Tupuri,Potentially vulnerable,https://en.wal.unesco.org/languages/tupuri,999999.0,tupu1244,Cameroon,Atlantic-Congo,tui,Africa,4.0,10.01,14.87
Turaka,Severely endangered,https://en.wal.unesco.org/languages/turaka,99.0,tura1265,,Dagan,trh,Papunesia,0.0,-9.84,149.57
Turi,Definitely endangered,https://en.wal.unesco.org/languages/turi,9999.0,turi1246,,Austroasiatic,trd,Eurasia,0.0,22.01,84.47
Turiwára,Not in use,https://en.wal.unesco.org/languages/turiwara,0.0,turi1247,,Tupian,twt,South America,0.0,-2.0,-49.5
Turkish Sign Language,Potentially vulnerable,https://en.wal.unesco.org/languages/turkish-sign-language,999999.0,turk1288,Türkiye,Sign Language,tsm,Eurasia,0.0,41.03,28.86
Turkic Khalaj,Endangered/unsafe,https://en.wal.unesco.org/languages/turkic-khalaj,99999.0,turk1303,,Turkic,klj,Eurasia,2.0,34.42,50.32
Turkmen,Potentially vulnerable,https://en.wal.unesco.org/languages/turkmen,9999999.0,turk1304,,Turkic,tuk,Eurasia,11.0,37.09,59.18
Turka,Endangered/unsafe,https://en.wal.unesco.org/languages/turka,99999.0,turk1306,,Atlantic-Congo,tuz,Africa,2.0,10.71,-4.92
Turkana,Potentially vulnerable,https://en.wal.unesco.org/languages/turkana,999999.0,turk1308,,Nilotic,tuv,Africa,2.0,4.31,35.71
Turks and Caicos Creole English,Definitely endangered,https://en.wal.unesco.org/languages/turks-and-caicos-creole-english,999999.0,turk1310,,Indo-European,tch,North America,0.0,21.81,-71.75
Turoyo,Endangered/unsafe,https://en.wal.unesco.org/languages/turoyo,99999.0,turo1239,,Afro-Asiatic,tru,Eurasia,6.0,37.23,42.15
Turung,Not in use,https://en.wal.unesco.org/languages/turung,0.0,turu1249,,Tai-Kadai,try,Eurasia,0.0,26.34,92.27
Turumsa,Critically endangered,https://en.wal.unesco.org/languages/turumsa,9.0,turu1250,,Doso-Turumsa,tqm,Papunesia,0.0,-7.93,142.57
Tuscarora,Critically endangered,https://en.wal.unesco.org/languages/tuscarora,9.0,tusc1257,,Iroquoian,tus,North America,0.0,43.13,-79.42
Tutelo,Not in use,https://en.wal.unesco.org/languages/tutelo,0.0,tute1247,,Siouan,tta,North America,0.0,37.67,-78.75
Tutong,Definitely endangered,https://en.wal.unesco.org/languages/tutong,99999.0,tuto1241,,Austronesian,ttg,Papunesia,0.0,4.74,114.64
Tutsa Naga,Endangered/unsafe,https://en.wal.unesco.org/languages/tutsa-naga,99999.0,tuts1235,,Sino-Tibetan,tvt,Eurasia,0.0,27.16,95.8
Tutuba,Definitely endangered,https://en.wal.unesco.org/languages/tutuba,999.0,tutu1241,,Austronesian,tmi,Papunesia,0.0,-15.58,167.27
Tututni,Not in use,https://en.wal.unesco.org/languages/tututni,9.0,tutu1242,,Athabaskan-Eyak-Tlingit,tuu,North America,0.0,42.56,-124.29
Tututepec Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/tututepec-mixtec,999.0,tutu1243,,Otomanguean,mtu,North America,1.0,16.11,-97.56
Tuvalu,Endangered/unsafe,https://en.wal.unesco.org/languages/tuvalu,99999.0,tuva1244,,Austronesian,tvl,Papunesia,2.0,-8.52,179.2
Tuvinian,Potentially vulnerable,https://en.wal.unesco.org/languages/tuvinian,9999999.0,tuvi1240,Russian Federation,Turkic,tyv,Eurasia,4.0,51.7,94.37
Tuwari,Severely endangered,https://en.wal.unesco.org/languages/tuwari,999.0,tuwa1242,,Walioic,tww,Papunesia,0.0,-4.8,142.09
Tuwali Ifugao,Endangered/unsafe,https://en.wal.unesco.org/languages/tuwali-ifugao,99999.0,tuwa1243,,Austronesian,ifk,Papunesia,3.0,16.66,121.11
Tuwuli,Endangered/unsafe,https://en.wal.unesco.org/languages/tuwuli,99999.0,tuwu1238,,Atlantic-Congo,bov,Africa,0.0,7.31,0.38
Tuxá,Not in use,https://en.wal.unesco.org/languages/tuxa,0.0,tuxa1239,,,tud,South America,0.0,-8.95,-38.27
Tuxináwa,Not in use,https://en.wal.unesco.org/languages/tuxinawa,0.0,tuxi1238,,Pano-Tacanan,tux,South America,0.0,-9.75,-69.02
Tuyuca,Definitely endangered,https://en.wal.unesco.org/languages/tuyuca,999.0,tuyu1244,Colombia,Tucanoan,tue,South America,1.0,0.39,-70.04
Twana,Not in use,https://en.wal.unesco.org/languages/twana,0.0,twan1247,,Salishan,twa,North America,2.0,47.49,-123.21
Tweed-Albert,Not in use,https://en.wal.unesco.org/languages/tweed-albert,0.0,twee1234,,Pama-Nyungan,xjb,Australia,4.0,-28.03,153.29
Cambap-Langa,Severely endangered,https://en.wal.unesco.org/languages/cambap-langa,99.0,twen1242,,Atlantic-Congo,twn,Africa,2.0,6.37,11.7
Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,Not in use,https://en.wal.unesco.org/languages/tyanngayt-mamngayt-ntrwangayt-ntrangit,0.0,tyan1235,,Pama-Nyungan,,Australia,5.0,-12.54,141.98
Tyap,Potentially vulnerable,https://en.wal.unesco.org/languages/tyap,999999.0,tyap1238,,Atlantic-Congo,kcg,Africa,6.0,9.76,8.31
Tyaraity,Not in use,https://en.wal.unesco.org/languages/tyaraity,9.0,tyar1236,,Northern Daly,woa,Australia,0.0,-12.49,130.68
Tzeltal,Potentially vulnerable,https://en.wal.unesco.org/languages/tzeltal,999999.0,tzel1254,Mexico,Mayan,tzh,North America,2.0,16.64,-92.28
Tzotzil,Potentially vulnerable,https://en.wal.unesco.org/languages/tzotzil,999999.0,tzot1259,Mexico,Mayan,tzo,North America,0.0,16.64,-92.74
Tz'utujil,Endangered/unsafe,https://en.wal.unesco.org/languages/tzutujil,99999.0,tzut1248,,Mayan,tzj,North America,0.0,14.64,-91.2
Uab Meto,Potentially vulnerable,https://en.wal.unesco.org/languages/uab-meto,999999.0,uabm1237,,Austronesian,aoz,Papunesia,9.0,-9.77,124.14
Uainuma-Mariate,Not in use,https://en.wal.unesco.org/languages/uainuma-mariate,0.0,uain1239,Colombia,Arawakan,,South America,2.0,-1.68,-71.15
Uamué,Not in use,https://en.wal.unesco.org/languages/uamue,0.0,uamu1236,,Unclassifiable,uam,South America,0.0,-8.5,-38.75
Uare,Endangered/unsafe,https://en.wal.unesco.org/languages/uare,9999.0,uare1241,,Kwalean,ksj,Papunesia,2.0,-9.7,147.69
Ubaghara,Endangered/unsafe,https://en.wal.unesco.org/languages/ubaghara,99999.0,ubag1245,,Atlantic-Congo,byc,Africa,5.0,5.72,7.96
Ubang,Endangered/unsafe,https://en.wal.unesco.org/languages/ubang,99999.0,uban1243,,Atlantic-Congo,uba,Africa,0.0,6.41,9.26
Ubi,Endangered/unsafe,https://en.wal.unesco.org/languages/ubi,9999.0,ubii1238,,Afro-Asiatic,ubi,Africa,0.0,11.8,18.56
Ubir,Endangered/unsafe,https://en.wal.unesco.org/languages/ubir,9999.0,ubir1237,,Austronesian,ubr,Papunesia,0.0,-9.59,149.4
Ubykh,Not in use,https://en.wal.unesco.org/languages/ubykh,0.0,ubyk1235,,Abkhaz-Adyge,uby,Eurasia,0.0,43.67,39.67
Ucayali-Yurúa Ashéninka,Endangered/unsafe,https://en.wal.unesco.org/languages/ucayali-yurua-asheninka,9999.0,ucay1237,,Arawakan,cpb,South America,0.0,-9.49,-73.18
Uda,Definitely endangered,https://en.wal.unesco.org/languages/uda,9999.0,udaa1238,,Atlantic-Congo,uda,Africa,0.0,4.7,8.07
Udihe,Critically endangered,https://en.wal.unesco.org/languages/udihe,99.0,udih1248,Russian Federation,Tungusic,ude,Eurasia,7.0,46.63,135.68
Udi,Definitely endangered,https://en.wal.unesco.org/languages/udi,9999.0,udii1243,Azerbaijan,Nakh-Daghestanian,udi,Eurasia,3.0,40.9,47.72
Udmurt,Definitely endangered,https://en.wal.unesco.org/languages/udmurt,999999.0,udmu1245,Russian Federation,Uralic,udm,Eurasia,5.0,56.13,52.64
Uduk,Endangered/unsafe,https://en.wal.unesco.org/languages/uduk,99999.0,uduk1239,Sudan,Koman,udu,Africa,4.0,9.16,34.23
Ufim,Endangered/unsafe,https://en.wal.unesco.org/languages/ufim,999.0,ufim1240,,Nuclear Trans New Guinea,ufi,Papunesia,0.0,-6.05,146.25
Ugandan Sign Language,Potentially vulnerable,https://en.wal.unesco.org/languages/ugandan-sign-language,999999.0,ugan1238,,Sign Language,ugn,Africa,0.0,0.25,32.48
Ugaritic,Not in use,https://en.wal.unesco.org/languages/ugaritic,0.0,ugar1238,,Afro-Asiatic,uga,Eurasia,0.0,35.6,35.78
Ughele,Endangered/unsafe,https://en.wal.unesco.org/languages/ughele,9999.0,ughe1237,,Austronesian,uge,Papunesia,0.0,-8.46,157.34
Ugong,Critically endangered,https://en.wal.unesco.org/languages/ugong,999.0,ugon1239,,Sino-Tibetan,ugo,Eurasia,2.0,14.94,99.32
Uhami,Endangered/unsafe,https://en.wal.unesco.org/languages/uhami,99999.0,uham1238,,Atlantic-Congo,uha,Africa,0.0,7.38,5.69
Uighur,Potentially vulnerable,https://en.wal.unesco.org/languages/uighur,99999999.0,uigh1240,Pakistan,Turkic,uig,Eurasia,12.0,43.88,87.38
Uirina,Not in use,https://en.wal.unesco.org/languages/uirina,0.0,uiri1238,,Arawakan,,South America,0.0,0.49,-64.27
Uisai,Definitely endangered,https://en.wal.unesco.org/languages/uisai,999.0,uisa1238,,South Bougainville,uis,Papunesia,0.0,-6.56,155.71
Ujir,Definitely endangered,https://en.wal.unesco.org/languages/ujir,999.0,ujir1237,,Austronesian,udj,Papunesia,0.0,-5.69,134.26
Ukaan,Endangered/unsafe,https://en.wal.unesco.org/languages/ukaan,99999.0,ukaa1243,,Atlantic-Congo,kcf,Africa,3.0,7.6,6.04
Ukhwejo,Definitely endangered,https://en.wal.unesco.org/languages/ukhwejo,9999.0,ukhw1241,,Atlantic-Congo,ukh,Africa,4.0,2.91,16.27
Ukit,Definitely endangered,https://en.wal.unesco.org/languages/ukit,999.0,ukit1237,,Austronesian,umi,Papunesia,0.0,2.42,113.82
Ukpe-Bayobiri,Endangered/unsafe,https://en.wal.unesco.org/languages/ukpe-bayobiri,99999.0,ukpe1247,,Atlantic-Congo,ukp,Africa,2.0,6.53,9.03
Ukpet-Ehom,Endangered/unsafe,https://en.wal.unesco.org/languages/ukpet-ehom,99999.0,ukpe1249,,Atlantic-Congo,akd,Africa,2.0,5.58,8.1
Ukrainian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/ukrainian-sign-language,99999.0,ukra1235,Ukraine,Sign Language,ukl,Eurasia,0.0,50.41,30.55
Ukrainian,Safe,https://en.wal.unesco.org/languages/ukrainian,99999999.0,ukra1253,Armenia,Indo-European,ukr,Eurasia,6.0,49.8,29.95
Ukue,Endangered/unsafe,https://en.wal.unesco.org/languages/ukue,99999.0,ukue1238,,Atlantic-Congo,uku,Africa,0.0,7.42,5.85
Ukuriguma,Definitely endangered,https://en.wal.unesco.org/languages/ukuriguma,999.0,ukur1240,,Nuclear Trans New Guinea,ukg,Papunesia,0.0,-4.94,145.51
Ukwa,Definitely endangered,https://en.wal.unesco.org/languages/ukwa,99.0,ukwa1238,,Atlantic-Congo,ukq,Africa,0.0,5.6,7.96
Ukwuani-Aboh-Ndoni,Potentially vulnerable,https://en.wal.unesco.org/languages/ukwuani-aboh-ndoni,999999.0,ukwu1241,,Atlantic-Congo,ukw,Africa,3.0,5.79,6.49
Ulau-Suain,Definitely endangered,https://en.wal.unesco.org/languages/ulau-suain,9999.0,ulau1237,,Austronesian,svb,Papunesia,0.0,-3.33,142.84
Ulch,Critically endangered,https://en.wal.unesco.org/languages/ulch,999.0,ulch1241,Russian Federation,Tungusic,ulc,Eurasia,0.0,51.85,140.29
Ulithian,Definitely endangered,https://en.wal.unesco.org/languages/ulithian,999.0,ulit1238,,Austronesian,uli,Papunesia,0.0,9.96,139.6
Ullatan,Not in use,https://en.wal.unesco.org/languages/ullatan,0.0,ulla1237,,Dravidian,ull,Eurasia,0.0,9.47,77.09
Ulterior-Mixe,Definitely endangered,https://en.wal.unesco.org/languages/ulterior-mixe,,ulte1235,,Mixe-Zoque,,North America,0.0,17.36,-96.05
Ulukwumi,Endangered/unsafe,https://en.wal.unesco.org/languages/ulukwumi,9999.0,uluk1257,,Atlantic-Congo,ulb,Africa,0.0,6.5,6.59
Ulumanda',Endangered/unsafe,https://en.wal.unesco.org/languages/ulumanda,99999.0,ulum1237,,Austronesian,ulm,Papunesia,3.0,-3.01,118.99
Ulwa,Definitely endangered,https://en.wal.unesco.org/languages/ulwa,999.0,ulwa1239,,Misumalpan,ulw,North America,2.0,12.93,-83.58
Uma,Endangered/unsafe,https://en.wal.unesco.org/languages/uma,99999.0,umaa1242,,Austronesian,ppk,Papunesia,7.0,-1.7,119.97
Uma' Lung,Definitely endangered,https://en.wal.unesco.org/languages/uma-lung,9999.0,umal1238,,Austronesian,ulu,Papunesia,0.0,3.25,116.5
Uma' Lasan,Definitely endangered,https://en.wal.unesco.org/languages/uma-lasan,9999.0,umal1239,,Austronesian,xky,Papunesia,5.0,2.14,114.2
Umanakaina,Endangered/unsafe,https://en.wal.unesco.org/languages/umanakaina,9999.0,uman1240,,Dagan,gdn,Papunesia,2.0,-9.9,149.66
Umatilla,Critically endangered,https://en.wal.unesco.org/languages/umatilla,99.0,umat1237,,Sahaptian,uma,North America,0.0,45.64,-118.55
Umbindhamu,Not in use,https://en.wal.unesco.org/languages/umbindhamu,0.0,umbi1243,,Pama-Nyungan,umd,Australia,0.0,-13.92,143.33
Umbrian,Not in use,https://en.wal.unesco.org/languages/umbrian,0.0,umbr1253,,Indo-European,xum,Eurasia,4.0,42.75,13.02
Umbugarla,Not in use,https://en.wal.unesco.org/languages/umbugarla,0.0,umbu1235,,,umr,Australia,0.0,-12.93,131.82
Umbuygamu,Not in use,https://en.wal.unesco.org/languages/umbuygamu,0.0,umbu1256,,Pama-Nyungan,umg,Australia,0.0,-14.26,143.63
Umbundu,Potentially vulnerable,https://en.wal.unesco.org/languages/umbundu,9999999.0,umbu1257,,Atlantic-Congo,umb,Africa,2.0,-12.48,14.41
Umbu-Ungu,Endangered/unsafe,https://en.wal.unesco.org/languages/umbu-ungu,99999.0,umbu1258,,Nuclear Trans New Guinea,ubu,Papunesia,3.0,-5.95,143.97
Umeda-Punda,Definitely endangered,https://en.wal.unesco.org/languages/umeda-punda,999.0,umed1238,,Border,upi,Papunesia,2.0,-3.35,141.16
Ume Saami,Critically endangered,https://en.wal.unesco.org/languages/ume-saami,99.0,umes1235,,Uralic,sju,Eurasia,0.0,64.64,18.65
Umiida-Unggarangu,Not in use,https://en.wal.unesco.org/languages/umiida-unggarangu,0.0,umii1235,,Worrorran,,Australia,2.0,-16.56,124.5
Umiray Dumaget Agta,Definitely endangered,https://en.wal.unesco.org/languages/umiray-dumaget-agta,9999.0,umir1236,Philippines,Austronesian,due,Papunesia,2.0,14.88,121.51
Umon,Endangered/unsafe,https://en.wal.unesco.org/languages/umon,99999.0,umon1238,,Atlantic-Congo,umm,Africa,0.0,5.37,8.1
Umotína,Not in use,https://en.wal.unesco.org/languages/umotina,0.0,umot1240,,Bororoan,umo,South America,0.0,-15.59,-57.42
Umpila,Critically endangered,https://en.wal.unesco.org/languages/umpila,9.0,umpi1239,,Pama-Nyungan,ump,Australia,0.0,-13.15,143.47
Una,Endangered/unsafe,https://en.wal.unesco.org/languages/una,9999.0,unaa1239,,Nuclear Trans New Guinea,mtg,Papunesia,0.0,-4.7,140.1
Unainuman,Not in use,https://en.wal.unesco.org/languages/unainuman,0.0,unai1234,,Unclassifiable,,South America,0.0,-3.0,-69.22
Unami,Not in use,https://en.wal.unesco.org/languages/unami,0.0,unam1242,,Algic,unm,North America,0.0,40.4,-74.3
Unde Kaili,Endangered/unsafe,https://en.wal.unesco.org/languages/unde-kaili,99999.0,unde1235,,Austronesian,unz,Papunesia,0.0,-0.86,119.67
Uneapa,Endangered/unsafe,https://en.wal.unesco.org/languages/uneapa,9999.0,unea1237,,Austronesian,bbn,Papunesia,0.0,-4.89,149.14
Uneme,Definitely endangered,https://en.wal.unesco.org/languages/uneme,99999.0,unem1238,,Atlantic-Congo,une,Africa,0.0,6.97,6.13
Unggumi,Not in use,https://en.wal.unesco.org/languages/unggumi,9.0,ungg1243,,Worrorran,xgu,Australia,0.0,-15.65,124.67
Uni,Definitely endangered,https://en.wal.unesco.org/languages/uni,,unii1234,,Sko,uni,Papunesia,2.0,-3.09,142.03
Unserdeutsch,Critically endangered,https://en.wal.unesco.org/languages/unserdeutsch,99.0,unse1236,,Indo-European,uln,Papunesia,0.0,-4.2,152.18
Unua,Endangered/unsafe,https://en.wal.unesco.org/languages/unua,999.0,unua1237,,Austronesian,onu,Papunesia,1.0,-16.26,167.6
Unubahe,Critically endangered,https://en.wal.unesco.org/languages/unubahe,9.0,unub1234,,Austronesian,unu,Papunesia,0.0,-10.37,150.27
Upper Taromi,Definitely endangered,https://en.wal.unesco.org/languages/upper-taromi,9.0,uppe1235,,Indo-European,tov,Eurasia,0.0,36.6,48.73
